lid,title,content,url
8acf4b45c07085b9ac7d726ebf12922a,中国银行湖南省分行、湖南省国家税务局、湖南省对外贸易经济合作厅关于印发《中国银行湖南省分行出口退税》帐户托管贷款业务试行办法》的通知,"['根据中国人民银行、对外贸易经济合作部、国家税务总局《关于办理出口退税账户托管贷款业务的通知》（银发[2001]276号文件）的精神，为促进我省外贸出口事业的发展，减缓外贸出口企业因退税滞后带来的资金周转压力，中国银行湖南省分行、湖南省对外贸易 经济合作厅、湖南国家税务局联合制定了《中国银行湖南省分行出口退税账户托管贷款业务试行办法》，现印发给你们。望各市、州银行、税务和外经贸主管部门及各类进出口企业迅速贯彻、执行，并以此为契机，进一步加强银贸、税贸协作，完善对外贸出口企业的各项服务，推动我省经济健康、持续、高速发展。', '附件：中国银行湖南省分行出口退税账户托管贷款业务试行办法', '为支持外经贸企业进一步扩大出口，促进我省外向型经济的持续、健康发展，并以此加强银贸、税贸协作，根据""银发[2001]276号""文件《中国人民银行、对外贸易经济合作部、国家税务总局关于办理出口退税账户托管贷款的通知》的精神，结合我省实际，特制定本办法。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8acf4b45c07085b9ac7d726ebf12922a
dfc1c0f54053f37a500470f1953b46c4,中共上海市科技教育工作委员会、上海市教育委员会关于印发《上海高校学生思想政治教育教师职务聘任办法...,"['中共上海市科技教育工作委员会、上海市教育委员会关于印发《上海高校学生思想政治教育教师职务聘任办法（试行）》的通知', '各高校：', '为贯彻中共中央、国务院《关于进一步加强和改进大学生思想政治教育的意见》（中发〔2004〕16号）和全国高校辅导员队伍建设工作会议精神，落实《普通高等学校辅导员队伍建设规定》（教育部令第24号）和中共上海市委办公厅、上海市人民政府办公厅《关于进一步加强上海高校辅导员队伍建设的若干意见》（沪委办发〔2006〕35号）文件要求，现制订《上海高校学生思想政治教育教师职务聘任办法（试行）》并印发给你们，请贯彻执行。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=dfc1c0f54053f37a500470f1953b46c4
49c9e244c5c7f2fcb525a3bc701291bc,德州市人民政府关于印发《德州市政务公开暂行规定,"['德州市人民政府文件', '德  州  市  人  民  政  府', '关于印发《德州市政务公开暂行规定》的通知']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=49c9e244c5c7f2fcb525a3bc701291bc
7e274a1f8a9d579ae30d6084fa021c17,松原市人民政府办公室关于印发松原市加快推进全市中医药发展三年行动计划（2016—2018年）》的通知,"['各县（市、区）人民政府，各开发区，市政府各委办局、各直属机构：', '《松原市加快推进全市中医药发展三年行动计划（2016—2018年）》已经市政府同意，现印发给你们，请结合实际，认真组织实施。', '松原市人民政府办公室']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7e274a1f8a9d579ae30d6084fa021c17
c434df46b322b5d48cd388ed134c3603,上海市人民政府办公厅转发市卫生局关于本市提高出生人口素质工作意见的通知》,"['各区、县人民政府，市政府各委、办、局：', '市卫生局《关于本市提高出生人口素质工作的意见》已经市政府同意，现转发给你们，请认真按照执行。', '上海市人民政府办公厅']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c434df46b322b5d48cd388ed134c3603
f95c2feaca9c825c5ebbcc43840b04ed,上海市教育委员会关于转发《教育部关于公布国家重点（培育）学科名单的通知,"['上海市教育委员会关于转发《教育部关于公布国家重点(培育)学科名单的通知》的通知', '各有关高等学校：', '教育部在国家重点学科评选的基础上，近日审核批准了国家重点（培育）学科名单，现将《教育部关于公布国家重点（培育）学科名单的通知》（教研函〔2007〕6号，附件1）转发给你们。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=f95c2feaca9c825c5ebbcc43840b04ed
b1072b32d4aedef5084c9728388e7b25,机械工业部汽车工业司、公安部交通管理局关于改进《全国汽车、民用改装车和摩托车生产企业及产品目录》发布方式和公布《1997年全国汽车、民用改装车和摩托车,"['机械工业部汽车工业司、公安部交通管理局关于改进《全国汽车、民用改装车和摩托车生产企业及产品目录》发布方式和公布《１９９７年全国汽车、民用改装车和摩托车', '机械工业部汽车工业司、公安部交通管理局关于改进《全国汽车、民用改装车和摩托车生产企业及产品目录》发布方式和公布《１９９７全国汽车、民用改装车和摩托车生产企业及产品目录（第一期）》的通知（机汽产〔１９９７〕０７１号）', '各省、自治区、直辖市机械厅局（公司）、汽车办（公司），公安厅（局）、交通管理局处：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=b1072b32d4aedef5084c9728388e7b25
c08e528e9e34d88214b16670ac3946ba,农业部等三部门关于履行《中华人民共和国政府和南非共和国政府关于动物检疫及动物卫生的合作协定》和《中华人民共和国政府和南非共和国政府关于植物检疫的合作协,"['农业部、对外贸易经济合作部、国家出入境检验检疫局关于履行《中华人民共和国政府和南非共和国政府关于动物检疫及动物卫生的合作协定》和《中华人民共和国政府和南非共和国政府关于植物检疫的合作协定》的通知（农农发〔２０００〕１９号）', '各省、自治区、直辖市农业（农牧）厅（委员会、局）、外经贸委（厅、局）、各直属出入境检验检疫局：', '我国与南非两国政府于２０００年４月２５日在南非首都比勒陀利亚签署了《中华人民共和国政府和南非共和国政府关于动物检疫及动物卫生的合作协定》和《中华人民共和国政府和南非共和国政府关于植物检疫的合作协定》。上述协定从２０００年１１月１４日起生效。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c08e528e9e34d88214b16670ac3946ba
7b7dfc77bbc0a54043e6cdd307f6754a,转发市外经贸局等部门《关于做好外派和归国劳务人员等重点人群艾滋病防治工作...,"['镇江市人民政府办公室文件', '转发市外经贸局等部门《关于做好外派和归国劳务人员等重点人群艾滋病防治工作的意见》的通知', '各辖市、区人民政府，镇江新区管委会，市各委办局，各直属单位、企事业单位：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7b7dfc77bbc0a54043e6cdd307f6754a
45fbeb462f49d17885e15ebecd43699f,察布查尔锡伯自治县人民政府办公室关于印发察布查尔县2009―2010年广播电视“村村通”工程实施方案》的通知,"['察布查尔锡伯自治县人民政府办公室关于印发《察布查尔县2009-2010年广播电视“村村通”工程实施方案》的通知', '各乡镇（场）人民政府，县直各有关单位：', '现将《察布查尔县2009-2010年广播电视“村村通”工程实施方案》印发你们，请结合实际，认真贯彻执行。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=45fbeb462f49d17885e15ebecd43699f
79977b8768fb5e594a3db531f35ce10d,关于转发区劳动和社会保障局制定的《沧浪区创建充分就业社区实施意见的通知,"['各街道办事处、各有关单位：', '为进一步落实市政府关于“创建充分就业社区”会议精神，推动我区再就业工作取得新的突破，经区政府领导同意，现将区劳动和社会保障局制定的《沧浪区创建充分就业社区实施意见》转发给你们，请认真贯彻落实。', '二○○五年八月八日']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=79977b8768fb5e594a3db531f35ce10d
4a46387fa43d92325bd2c693c0ce4082,中共上海市教育卫生工作委员会、上海市教育委员会关于印发《关于进一步加强市教卫党委、市教委直属单位建设与管理工作的意见,"['中共上海市教育卫生工作委员会', '文 件', '上海市教育委员会']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4a46387fa43d92325bd2c693c0ce4082
