f7b09727d451edc2dcbfb4117816decb,国务院法制办公室关于《国务院关于修改〈中华人民共和国知识产权海关保护条例〉的决定（送审稿）》公开征求意见通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
1279a800d8423e80cca58247b78c9237,中华人民共和国食品安全法实施条例（修订草案征求意见稿）,fg_crawl_wkinfo,部门规章/文件,国家食品药品监督管理总局,全国,全国
650db9d957a0e7a25d7591a60ac6f84c,最高人民法院关于审理融资租赁合同纠纷案件适用法律问题的解释（征求意见稿）,fg_lvshangsite,司法解释/文件,最高人民法院,全国,全国
4bb4796fe96e9d40c30e1d7ca5cba101,消费者权益保护法修正案（草案二次审议稿）,fg_lvshangsite,法律,全国人大常委会,全国,全国
9b776ed2c8671ba0f7da477f73a6dc02,国务院法制办关于《中华人民共和国海上交通安全法（修订草案征求意见稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
323f08497e09e1e488f802a3318860c2,国务院法制办公室关于《专利代理条例（修订草案送审稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
b9f480d59eeb3cbeb2cffd063e6af532,广东省实施《中华人民共和国计量法》办法（草案）,fg_crawl_wkinfo,地方法规/文件,广东省人大及其常委会,广东省级法规,广东省
7dfb3042f1e5c704cd7c04a984a46fa,中华人民共和国人民检察院组织法（修订草案）,fg_struct_input,法律,全国人大常委会,全国,全国
16e28f6d7a5d52c240d3e9997bc8f90d,国务院法制办公室关于公布《戒毒条例（征求意见稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
795f165d41c44e20d9bed5f1e0071077,国务院法制办公室关于《流动人口计划生育工作条例（修订草案送审稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
e071ae9d2126bc01cf789e1b3f3d51f,国务院法制办公室关于公布《城镇排水与污水处理条例（征求意见稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
fa965da7de744415489bf22be927ecfb,国务院法制办公室关于公布《医疗纠纷预防与处理条例（送审稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
c6d92fe47ce1c528e1d11ecfe9e210fe,国务院法制办公室关于公布《政府投资条例（征求意见稿）》公开征求意见的通知,fg_lvshangsite,行政法规,国务院法制办公室,全国,全国
1b32f6c004d7c083dd8f40c441926865,广东省专业技术人员继续教育条例（修订草案表决对照稿）,fg_crawl_wkinfo,地方法规/文件,广东省人大及其常委会,广东省级法规,广东省
669fd09f4fe0135cd6e5d81d17ab1044,最高人民法院关于审理侵犯信息网络传播权民事纠纷案件适用法律若干问题的规定（征求意见稿）,fg_lvshangsite,司法解释/文件,最高人民法院,全国,全国
733d6c337fe31e2d1b6dad76a58e0a86,《北京市消费类预付费服务交易合同行为指引》公开征集意见,fg_lvshangsite,地方法规/文件,北京市工商行政管理局,直辖市级法规,北京市
174ae201d5b9b5fc6a4d149de01492b3,广东省老年人权益保障条例（修订草案送审稿）,fg_crawl_wkinfo,地方法规/文件,广东省人民政府法制办公室,广东省级法规,广东省
43dbdaa2fdad4f0cad3c9906a641b875,中华人民共和国民法总则（草案）,fg_lvshangsite,法律,全国人大常委会,全国,全国
66b9488d62fefdd72b82a2956fda6906,大气污染防治法（修订草案）,fg_lvshangsite,法律,全国人大常委会,全国,全国
